Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Svish,2020.0,Gurugram,Consumer Goods,D2C personal hygiene startup,"Ishan, Jaideep Mahajan",Nueva,400000.0,Seed,2021-01-01
Progcap,2016.0,New Delhi,Finance,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm","Pallavi Shrivastava, Himanshu Chandra",Tiger Global,30000000.0,Series C,2021-01-01
Smartstaff,2020.0,Bengaluru,Recruitment,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,Saurav Kumar,"Blume Ventures, Nexus Venture Partners",4300000.0,Series I,2021-01-01
D’Moksha Homes,2020.0,Mumbai,Textiles,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.","Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat",570000.0,Seed,2021-01-01
ANS Commerce,2017.0,Gurugram,E-commerce,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",2200000.0,Series I,2021-01-01
Mobileware Technologies,2008.0,Mumbai,Information Technology & Services,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.","Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services,4700000.0,Private Equity,2021-01-01
GramCover,2016.0,Noida,Insurance,GramCover is a tech-enabled insurance marketplace for rural India.,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures",7000000.0,Series A,2021-01-01
BYJU'S,2011.0,Bengaluru,EdTech,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss",300000000.0,Private Equity,2021-01-01
Hyperface,2021.0,Bengaluru,Information Technology & Services,Empowering Brands and Fintechs to offer banking products contextually to their customers.,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital",1300000.0,Series C,2021-01-01
Licious,2015.0,Bengaluru,Food & Beverages,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.","Vivek Gupta, Abhay",Tiger Global,52000000.0,Series G,2021-01-01
Chalo,2014.0,Mumbai,Mobility,India’s #1 bus transport technology company.,Ritesh Agarwal,"Lightrock India, Filter Capital",40000000.0,Series C,2021-01-01
Kaar Technologies,2005.0,Chennai,Information Technology & Services,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",Maran Nagarajan,BlackSoil,4000000.0,Series D,2021-01-01
Kissan Pro,2021.0,Jharkhand,Farming,"Full stack solution on agri advisory, input purchase and market linkage",Ravi Dasoundhi,EKKI,4000000.0,Series B+,2021-01-01
Sunstone Eduversity,2011.0,Gurugram,EdTech,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,Saurav Kumar,WestBridge Capital,28000000.0,Series B,2021-01-01
Ozonetel,2007.0,Hyderabad,Telecommunications,Ozonetel is leading Cloud Telephony solution provider.,"CSN Murthy, Atul Sharma",Stakeboat Capital,5000000.0,Series A,2021-01-01
CoinSwitch Kuber,2017.0,Bengaluru,Finance,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.","Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz",260000000.0,Series C,2021-01-01
Pazcare,2020.0,Bengaluru,Insurance,Paz Care is India's leading Employee Benefits & Health insurance platform,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital",3500000.0,Seed,2021-01-01
kWh Bikes,2020.0,Bengaluru,Transport,Building India’s strongest and smartest electric 2 wheelers,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital",2000000.0,Seed,2021-01-01
IBSFINtech,2006.0,Bengaluru,Information Technology & Services,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.","C M Grover, TM Manjunath",Unicorn India Ventures,1000000.0,Series D,2021-01-01
LeadSquared,2011.0,Bengaluru,Computer Software,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",Nilesh Patel,Tiger Global,4000000.0,Pre-Seed,2021-01-01
Phool.co,2017.0,Kanpur,Renewables & Environment,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",4000000.0,Series A+,2021-01-01
Twin Health,2018.0,Chennai,"Health, Wellness & Fitness",Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000.0,Series C,2021-01-01
Trica,2021.0,Mumbai,Equity Management,Powering private markets - A technology platform for startups and investors.,Nimesh Kampani,LetsVenture,3000000.0,Seed,2021-01-01
mHealth,2020.0,New Delhi,"Health, Wellness & Fitness",mHealth  is AI based corporate wellness platform  to spread happiness & well-being,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator,4000000.0,Seed,2021-01-01
Rebel Foods,2011.0,Mumbai,Cloud kitchen,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.","Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority,175000000.0,Series F,2021-01-01
ProfitWheel,2020.0,Mumbai,Marketing & Advertising,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",3000000.0,Seed,2021-01-01
Log 9 Materials,2014.0,Bengaluru,Nanotechnology,Log9 Materials is on a mission to make global energy 100% clean.,Akshay Singhal,Petronas Ventures,2000000.0,Series D,2021-01-01
Chingari,2018.0,Bengaluru,Entertainment,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",Sumit Ghosh,Solana,19000000.0,Bridge,2021-01-01
Ishitva,2018.0,Ahmedabad,Computer Software,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",Jitesh Dadlani,Inflection Point Ventures,1000000.0,Bridge,2021-01-01
Ola Electric,2017.0,Bengaluru,Transport,Sustainability for the future.,Bhavish Aggarwal,"Falcon Edge, Softbank",200000000.0,Pre-Seed,2021-01-01
leap.club,2014.0,Gurugram,Community,A community-led professional network for women,Ankur Gupta,"Enzia Ventures, Kunal Shah",810000.0,Series A,2021-01-01
F5,2018.0,New Delhi,Retail,One-Stop Solution for Daily Workplace Needs,"Raghav Arora, Lalit Aggarwal",Auxano Capital,600000.0,Series A+,2021-01-01
ForeignAdmits,2018.0,Bengaluru,Higher Education,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,400000.0,Seed,2021-01-01
SALT,2019.0,Bengaluru,Finance,Salt is a neo-banking experience created to cater to international businesses.,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus",500000.0,Series A,2021-01-01
EarnWealth,2014.0,Pune,Finance,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",Rajesh P Nair,Venture Catalysts,500000.0,Series D,2021-01-01
Visit Health,2015.0,New Delhi,"Health, Wellness & Fitness","Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",Utham Gowda,Docprime Technologies,7500000.0,Series A,2021-01-01
Crater.Club,2020.0,Bengaluru,Media,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.","Vignesh Prasad, Vivan Puri",LC Nueva AIF,700000.0,Seed,2021-01-01
NFTically,2021.0,Gurugram,NFT,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal",1000000.0,Seed,2021-01-01
ReshaMandi,2020.0,Bengaluru,B2B,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",30000000.0,Series A,2021-01-01
Zetwerk,2018.0,Bengaluru,Mechanical Or Industrial Engineering,ZETWERK is a universal manufacturing network powered by new-age technology.,Amrit Acharya,TradeCred,600000000.0,Seed,2021-01-01
Hubilo,2020.0,Ahmedabad,Software Startup,Hubilo is the leading hybrid event platform built for engagement and event excellence.,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital,125000000.0,Series B,2021-01-01
M2P Fintech,2015.0,Chennai,Finance,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.","Byju Raveendran, Divya Gokulnath",Tiger Global,35000000.0,Series C,2021-01-01
Open Financial Technologies,2017.0,Bengaluru,Finance,Open is Asia’s first neobanking platform for SMEs and startups.,Anish Achuthan,"Temasek, Google, SBI Investment",90000000.0,Series C,2021-01-01
Niro,2021.0,Bengaluru,Finance,Embedding personal credit products into leading consumer internet platforms.,"Aditya Kumar, Sankalp Mathur",Elevar Equity,3500000.0,Seed,2021-01-01
Wiingy,2021.0,Bengaluru,E-learning,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,Asit Biswal,Aroa Ventures,400000.0,Seed Funding,2021-01-01
CarDekho,2008.0,Jaipur,Transport,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,"Amit Jain, Anurag Jain",Y Combinator,250000000.0,Series E,2021-01-01
Melorra,2015.0,Bengaluru,D2C jewellery,A company that styles jewellery for the contemporary wardrobe.,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest",24000000.0,Series G,2021-01-01
AnKa SumMor,2017.0,Bengaluru,Sales and Distribution,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.","Rajiv Joshi, Ashok George",Inflection Point Ventures,1000000.0,Early Seed,2021-01-01
Toch.ai,2016.0,Mumbai,SaaS,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.","Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,11000000.0,Series A,2021-01-01
Playto Labs,2021.0,Bengaluru,E-learning,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,Pavan Ponnaganti,Inflection Point Ventures,500000.0,Seed,2021-01-01
Fraazo,2020.0,Mumbai,Food & Beverages,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,"Atul Kumar, Aashish Krishnatre",WestBridge Capital,50000000.0,Series B,2021-01-01
Arcana,2019.0,Bengaluru,Information Technology & Services,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia",2300000.0,Bridge,2021-01-01
FloCareer,2018.0,Bengaluru,Information Services,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.","Mohit Jain,  Mehul Bhatt",Data Point Capital,5700000.0,Series A,2021-01-01
Nap Chief,2019.0,Mumbai,Apparel & Fashion,India's favourite Kid's wear and Family Sleepwear D2C Brand,Raghav Gupta,Titan Capital,200000.0,Seed,2021-01-01
AcknoLedger,2021.0,Mumbai,Finance,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",1500000.0,Seed,2021-01-01
ApplicateAI,2014.0,Gurugram,Information Technology & Services,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.","Madhusudan Atmakuri, Ranjeet Kumar",Titan Capital,30000000.0,Series A,2021-01-01
VLCC Health Care,1989.0,Gurugram,"Health, Wellness & Fitness",VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,Vandana Luthra,Better Capital,4000000.0,Series E,2021-01-01
Duroflex,1963.0,Bengaluru,Furniture,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",P. C. Mathew,Norwest Venture Partners,60000000.0,Venture - Series Unknown,2021-01-01
Aviom India,2016.0,Bhilwara,Finance,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,Kajal Ilmi,Sabre Partners,8000000.0,Series C,2021-01-01
Onato,2021.0,Bengaluru,Computer Software,A startup solving inefficiencies in the agri supply chain,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore",2200000.0,Series D1,2021-01-01
Mestastop Solutions,2018.0,Bengaluru,Biotechnology,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",Dr Arnab Roy Chowdhury,CIIE.CO,100000.0,Series A,2021-01-01
SaaS Labs,2016.0,Noida,SaaS,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures",17000000.0,Series A,2021-01-01
Devnagri,2017.0,Noida,Translation & Localization,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.","Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV",600000.0,Seed,2021-01-01
CRED,2018.0,Bengaluru,Finance,CRED is a credit card payment platform that rewards users with points for paying their bills.,Kunal Shah,"Tiger Global, Falcon Edge",250000000.0,Series E,2021-01-01
ConveGenius,2013.0,Noida,Education Management,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital",5000000.0,Seed,2021-01-01
Totality,2017.0,Gurugram,Entertainment,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",Anshul Rustaggi,"Leo Capital, Mayfield Fund",1000000.0,Series H,2021-01-01
CredAble,2017.0,Mumbai,Finance,CredAble provides liquidity programs for enterprise supply chains.,Nirav Choksi,"Plutus Wealth, Oaks Asset Management",30000000.0,Series B,2021-01-01
MarketWolf,2017.0,Mumbai,Finance,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.","Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",5500000.0,Seed,2021-01-01
Wondrlab,2020.0,Mumbai,Marketing & Advertising,India's largest platform-first martech startup,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",7000000.0,Early Seed,2021-01-01
